"Davanagere","Harapanahalli","Goverhalli","543","G.H.P.S. Channahalli","Kannada","100","40","7","5","0","1","4","0","0","0","2","3"
"Davanagere","Harapanahalli","Goverhalli","544","G.H.P.S.Hulikatti","Kannada","100","69.05","7","42","0","39","3","0","0","0","29","13"
"Davanagere","Harapanahalli","Goverhalli","545","G.H.P.S.Uddatti Tanda","Kannada","100","50","7","6","0","5","1","0","0","0","3","3"
"Davanagere","Harapanahalli","Goverhalli","563","G.H.P.S.Haraknalu","Kannada","60.61","42.42","7","33","0","12","8","13","0","0","14","19"
"Davanagere","Harapanahalli","Gundagatti","555","G.H.P.S.Sevanagar","Kannada","33.33","50","7","6","0","0","2","4","0","0","3","3"
"Davanagere","Harapanahalli","Haluvagalu","549","G.H.P.S.Garbhagudi","Kannada","100","100","7","16","0","16","0","0","0","0","16","0"
"Davanagere","Harapanahalli","Haluvagalu","568","G.H.P.S.Badavane halvagalu","Kannada","100","92.86","7","28","0","27","1","0","0","0","26","2"
"Davanagere","Harapanahalli","Harapanahalli","569","G.H.P.S.9th Vard Hphalli","Kannada","100","0","7","1","0","1","0","0","0","0","0","1"
"Davanagere","Harapanahalli","Kanchikare","546","G.H.P.S.Hallikere","Kannada","91.67","100","7","12","0","11","0","1","0","0","12","0"
"Davanagere","Harapanahalli","Kanchikare","557","G.H.P.S.Kyarkatti","Kannada","100","80.95","7","21","0","21","0","0","0","0","17","4"
"Davanagere","Harapanahalli","Kunchur","562","G.H.P.S.Kunchur ","Kannada","95.24","97.62","7","42","0","39","1","2","0","0","41","1"
"Davanagere","Harapanahalli","Madihalli","565","G.H.P.S.Hosakote","Kannada","95","95","7","20","0","19","0","1","0","0","19","1"
"Davanagere","Harapanahalli","Madlageri","553","G.H.P.S.Madlageri","Kannada","100","71.43","7","7","0","7","0","0","0","0","5","2"
"Davanagere","Harapanahalli","Matthihalli","561","G.H.P.S.Sasvihalli","Kannada","56.25","62.5","7","16","0","9","0","7","0","0","10","6"
"Davanagere","Harapanahalli","Nilgunda","552","G.H.P.S.Ittigudi","Kannada","83.33","100","7","12","0","9","1","2","0","0","12","0"
"Davanagere","Harapanahalli","Singrihalli","564","G.H.P.S.Keretanda","Kannada","100","91.67","7","12","0","12","0","0","0","0","11","1"
"Davanagere","Harapanahalli","Telagi","551","G.H.P.S.Yarbabalu","Kannada","100","91.67","7","12","0","11","1","0","0","0","11","1"
"Davanagere","Harapanahalli","Ucchangidurga","556","G.H.P.S.Bevinahalli D Tanda","Kannada","100","84.62","7","13","0","7","6","0","0","0","11","2"
"Dharwad","Kalghatgi","Dastikoppa","134","G.H.P.S. Ramanala","Kannada","63.16","68.42","7","19","0","6","6","7","0","0","13","6"
